"","absolute","avgabs_intro","avgabs_total","avgsy_total","avgwrd_intro","avgwrd_total","balance","centrality","computer.assisted","concept","country","domain","dont_know","encourage","fixrefpoints","form_basic","future","gradation","instr_interv","instr_respon","interviewer","intr_request","intropresent","knowledge","labels","labels_gramm","labels_order","motivation","nabst_intro","nabst_total","ncategories","nnouns_total","nsub_quest","nsyll_total","numsub_intro","nwords_intro","nwords_total","opinionother","past","position","questiontype","range.correspondence","rel","repetition","scal_neutral","scale_basic","scale_corres","scale_trange","scale_urange","showc_boxes","showc_horiz","showc_letter","showc_over","showc_quest","showc_start","socdesir","stimulus","subjectiveop","symmetry","used_WH_word","usedshowcard","val","visual","from","nnouns_intro"
"1822",0,0.975,0,8.42857142857143,0,7,0,0,1,"1","FI","11",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,0,5,8,1,59,0,0,7,1,0,197,0,3,1.85859076681989,1,1,0,3,1,1,0,0,1,1,0,0,0,1,0,1,0,1,3.8747699743233,1,"ESS",0.975
"1823",0,0.975,0.875,3.28571428571429,0,14,0,1,1,"1","FR","11",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,2,7,5,8,1,46,0,0,14,1,0,197,0,3,0.163853972971043,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,3.8747699743233,1,"ESS",0.4875
"1824",0,0.975,0.5,2.72727272727273,0,11,0,4,1,"1","GB","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,0,1,5,2,1,30,0,0,11,1,0,197,0,3,1.85859076681989,1,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.8747699743233,1,"ESS",0
"1825",0,0.975,0.5,3.27272727272727,0,11,0,3,0,"1","IE","11",2,0,1,0,0,0,0,1,1,0,0,0,3,0,2,0,0,1,5,2,2,36,0,0,11,1,0,197,0,3,1.62557622463356,1,1,0,3,1,1,1,0,0,1,1,1,1,1,0,1,0,1,3.8747699743233,1,"ESS",0
"1826",0,0.025,0.5,2.90909090909091,0,11,0,4,1,"1","NL","11",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,2,1,5,2,1,32,0,0,11,1,0,197,0,3,0.343924756536146,1,1,0,3,1,1,1,0,1,1,0,0,1,1,0,1,0,1,3.17652458471407,1,"ESS",0.0125
"1827",0,0.975,0.5,3.16666666666667,0,12,0,3,1,"1","NO","11",2,0,1,0,0,0,0,1,1,0,0,0,3,0,2,0,2,1,5,2,1,38,0,0,12,1,0,197,0,3,1.48869667568115,1,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,3.8747699743233,1,"ESS",0.4875
"1828",0,0.975,1,5.2,0,10,0,3,0,"1","PL","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,2,5,2,1,52,0,0,10,1,0,197,0,2,1.13598059227521,1,1,0,3,1,0,1,0,0,1,0,0,2,1,0,0,0,1,3.8747699743233,1,"ESS",0.975
"1829",0,0.975,0.5,4.4,0,10,0,2,0,"1","PT","11",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,1,5,2,1,44,0,0,10,1,0,197,0,3,0.76911655589543,1,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.8747699743233,1,"ESS",0.975
"1830",0,0.975,0.5,3.63636363636364,0,11,0,1,0,"1","SI","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,1,5,2,1,40,0,0,11,1,0,197,0,1,0.838111113015747,1,1,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3.8747699743233,1,"ESS",0.975
"1831",0,0.975,0.714285714285714,2.05128205128205,18,19.5,0,3,0,"7","AT","120",2,1,1,1,1,1,1,1,1,0,1,0,3,0,2,0,1,5,5,7,5,80,2,18,39,0,0,322,2,3,2.08807357917422,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1.72710403594454,0,"ESS",0.975
"1832",0,0.025,0.75,1.70212765957447,14,23.5,0,2,1,"7","BE","120",3,1,3,1,1,1,1,1,1,0,1,0,3,0,2,0,4,6,5,8,2,80,0,14,47,0,0,322,2,3,1.77653253805533,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1.72710403594454,0,"ESS",0.00625000000000001
"1833",0,0.975,0.666666666666667,1.77272727272727,0,22,0,3,1,"7","CH","120",2,1,1,1,1,1,1,1,1,0,0,0,3,0,2,0,0,6,5,9,4,78,0,0,44,0,0,322,2,3,2.08807357917422,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1.72710403594454,0,"ESS",0
"1834",0,0.975,0.75,1.68181818181818,21,22,0,2,1,"7","DE","120",2,1,1,1,1,1,1,1,1,0,1,0,3,0,2,0,2,6,5,8,5,74,2,21,44,0,0,322,2,3,2.43494251910712,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1.72710403594454,0,"ESS",0.4875
"1835",0,0.975,0,3.6875,0,16,0,2,1,"7","DK","120",2,0,1,0,1,0,0,0,1,0,0,0,3,0,2,0,1,0,5,5,1,59,0,0,16,1,0,322,0,3,2.33270688019425,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1.72710403594454,0,"ESS",0.975
"1836",0,0.975,0.857142857142857,3.65384615384615,12.75,13,1,2,0,"7","EE","101",2,0,3,1,1,1,0,1,1,0,1,0,3,0,2,0,7,6,5,7,0,95,0,51,26,0,0,322,2,3,1.94596760833627,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1.72710403594454,0,"ESS",0.139285714285714
"1837",0,0.975,0.375,2.15555555555556,26,22.5,0,3,1,"7","ES","120",2,0,1,0,0,0,1,1,1,0,1,0,3,0,2,0,9,3,5,8,2,97,2,78,45,0,0,322,0,3,2.93027004704582,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1.72710403594454,0,"ESS",0.108333333333333
"1838",0,0.975,0.1,4.52631578947368,13,19,0,1,1,"7","FI","101",2,1,3,1,1,1,1,1,0,0,1,3,3,0,2,1,6,1,5,10,1,86,3,39,19,0,0,322,2,3,2.08807357917422,0,1,0,3,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1.72710403594454,1,"ESS",0.1625
"1839",0,0.975,0.888888888888889,2.80952380952381,16,21,0,4,1,"7","FR","120",3,0,3,0,1,0,0,1,1,0,1,0,3,0,2,0,8,8,5,9,0,59,3,32,21,1,0,322,0,3,1.96492704317375,0,1,0,3,1,1,0,0,0,0,0,0,2,1,0,1,0,0,1.45338065334907,0,"ESS",0.121875
"1840",0,0.975,0.714285714285714,1.67567567567568,15,18.5,0,2,1,"7","GB","120",2,1,1,1,1,1,1,1,1,0,1,0,3,0,2,0,0,5,5,7,3,62,0,15,37,0,0,322,2,3,2.08807357917422,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1.72710403594454,0,"ESS",0
"1841",0,0.975,0.333333333333333,1.62790697674419,13,21.5,0,2,0,"7","IE","120",2,1,1,1,1,1,0,1,0,0,1,0,3,0,2,0,0,3,5,9,5,70,2,13,43,0,0,322,2,3,2.08807357917422,0,1,0,3,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1.72710403594454,1,"ESS",0
"1842",0,0.025,0.444444444444444,1.67307692307692,0,26,0,2,1,"7","NL","120",1,1,3,1,1,1,0,1,0,0,0,0,3,0,2,0,0,4,5,9,3,87,0,0,52,0,0,322,2,3,1.49698144833022,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1.52672047897256,1,"ESS",0
"1843",0,0.975,0.4,2.6,0,20,0,2,1,"7","NO","120",2,0,1,0,1,0,0,0,0,0,0,0,3,0,2,0,2,2,5,5,1,52,0,0,20,0,0,322,0,3,2.03958035832181,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1.72710403594454,1,"ESS",0.4875
"1844",0,0.975,0.846153846153846,2.68888888888889,16.75,11.25,0,1,0,"7","PL","120",2,1,1,1,1,1,1,1,1,0,1,0,3,0,2,0,9,11,5,13,4,121,9,67,45,0,0,322,2,2,3.04550378874895,0,1,0,3,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1.72710403594454,0,"ESS",0.108333333333333
"1845",0,0.975,0.75,2.27027027027027,17,18.5,0,2,0,"7","PT","120",2,1,3,1,1,1,1,1,1,0,1,0,3,0,2,0,5,6,5,8,5,84,4,34,37,0,0,322,2,3,2.3140324918903,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1.42763116394448,0,"ESS",0.195
"1846",0,0.975,0.428571428571429,3.02941176470588,14,17,0,1,0,"7","SI","120",2,0,1,1,1,1,0,0,1,0,1,0,3,0,2,0,0,3,5,7,3,103,1,14,34,0,0,322,2,1,1.94596760833627,0,1,0,3,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1.72710403594454,0,"ESS",0
"1847",0,0.975,1,3.38709677419355,20.3333333333333,15.5,0,2,0,"7","SK","120",2,1,3,1,1,1,1,1,1,0,1,0,3,0,2,0,9,12,5,12,1,105,4,61,31,0,0,322,2,3,2.43494251910712,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1.72710403594454,0,"ESS",0.108333333333333
"1848",0,0.975,1,3.89655172413793,13,14.5,0,1,0,"7","UA","120",2,1,3,1,1,1,0,0,1,0,1,0,3,0,2,0,0,8,5,8,2,113,1,13,29,0,0,322,2,3,1.94596760833627,0,1,0,3,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1.72710403594454,0,"ESS",0
"1849",0,0.975,1,2.11111111111111,0,18,0,4,0,"2","AT","4",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,3,5,3,2,38,0,0,18,1,0,331,0,3,1.52141846906116,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,2.01668268158847,0,"ESS",0.4875
"1850",0,0.025,1,2.5,0,16,0,4,1,"2","BE","4",3,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,5,2,5,2,2,40,0,0,16,1,0,331,0,3,1.10931119099804,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,3.0622571736286,0,"ESS",0.00500000000000001
"1851",0,0.975,1,1.76190476190476,0,21,0,4,1,"2","CH","4",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,3,5,3,2,37,0,0,21,1,0,331,0,3,2.8351176578747,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,3.0622571736286,0,"ESS",0.975
"1852",0,0.975,1,1.9047619047619,0,21,0,4,1,"2","DE","4",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,3,4,5,4,2,40,0,0,21,1,0,331,0,3,1.16264999355238,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,3.0622571736286,0,"ESS",0.325
"1853",0,0.975,0,3.42857142857143,0,14,0,3,1,"2","DK","4",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,0,5,1,1,48,0,0,14,1,0,331,0,3,1.62557622463356,0,1,0,3,1,1,0,0,1,1,0,0,2,1,0,1,0,1,3.0622571736286,0,"ESS",0.4875
"1854",0,0.975,1,3.73333333333333,0,15,0,1,0,"2","EE","4",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,1,5,1,0,56,0,0,15,1,0,331,0,3,1.0067224751916,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,3.0622571736286,0,"ESS",0.975
"1855",0,0.975,0.5,2.9375,0,16,0,0,1,"2","ES","4",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,3,1,5,2,1,47,0,0,16,1,0,331,0,3,1.2175321934926,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,3.0622571736286,0,"ESS",0.325
"1856",0,0.975,0,4.92307692307692,0,13,0,0,1,"2","FI","4",2,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,5,7,1,64,0,0,13,1,0,331,0,3,1.33257532153013,0,1,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3.0622571736286,1,"ESS",0.975
"1857",0,0.975,1,2.55,0,20,0,1,1,"2","FR","4",3,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,2,9,5,9,1,51,0,0,20,1,0,331,0,3,0.981979887957397,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,3.0622571736286,0,"ESS",0.4875
"1858",0,0.975,1,2.64285714285714,0,14,0,4,1,"2","GB","4",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,1,5,1,1,37,0,0,14,1,0,331,0,3,1.13598059227521,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.0622571736286,0,"ESS",0.975
"1859",0,0.975,1,3.07142857142857,0,14,0,2,0,"2","IE","4",3,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,5,1,2,43,0,0,14,1,0,331,0,3,1.16264999355238,0,1,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3.0622571736286,1,"ESS",0
"1860",0,0.025,0.8,1.66666666666667,0,14,0,4,1,"2","NL","4",3,0,3,1,0,1,0,1,0,0,0,0,3,0,2,0,0,4,5,5,3,70,0,0,42,0,0,331,2,3,1.2458234194693,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,1,0,3.0622571736286,1,"ESS",0
"1861",0,0.975,1,2.8,0,15,0,2,1,"2","NO","4",3,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,2,1,5,1,2,42,0,0,15,1,0,331,0,3,1.55559167159898,0,1,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3.0622571736286,1,"ESS",0.4875
"1862",0,0.975,1,4.13333333333333,0,15,0,2,0,"2","PL","4",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,3,5,3,2,62,0,0,15,1,0,331,0,2,1.27411464544599,0,1,0,3,1,0,1,0,0,1,0,0,2,1,0,0,0,1,3.0622571736286,0,"ESS",0.4875
"1863",0,0.975,1,2.83333333333333,0,18,0,2,0,"2","PT","4",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,2,4,5,4,1,51,0,0,18,1,0,331,0,3,1.0320495867658,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1.76446014801731,0,"ESS",0.4875
"1864",0,0.975,1,3.14285714285714,0,14,0,1,0,"2","SI","4",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,2,5,2,2,44,0,0,14,1,0,331,0,1,2.37145350064965,0,1,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3.0622571736286,0,"ESS",0.4875
"1865",0,0.975,0.5,3,0,10,0,4,0,"1","AT","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,1,5,2,1,30,0,0,10,1,0,332,0,3,1.30334498348806,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1.92720035276294,0,"ESS",0.4875
"1866",0,0.025,0.5,2.90909090909091,0,11,0,4,1,"1","BE","11",3,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,5,1,5,2,1,32,0,0,11,1,0,332,0,3,1.2175321934926,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,2.94798976254312,0,"ESS",0.00500000000000001
"1867",0,0.975,0.5,2.58333333333333,0,12,0,4,1,"1","CH","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,3,1,5,2,1,31,0,0,12,1,0,332,0,3,1.33257532153013,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,2.94798976254312,0,"ESS",0.325
"1868",0,0.975,0.5,2.58333333333333,0,12,0,4,1,"1","DE","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,1,5,2,1,31,0,0,12,1,0,332,0,3,1.48869667568115,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,2.94798976254312,0,"ESS",0.4875
"1869",0,0.975,0,4,0,11,0,3,1,"1","DK","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,0,5,2,0,44,0,0,11,1,0,332,0,3,1.94596760833627,0,1,0,3,1,1,0,0,1,1,0,0,2,1,0,1,0,1,2.94798976254312,0,"ESS",0.4875
"1870",0,0.975,0.5,5.75,0,8,0,1,0,"1","EE","11",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,1,5,2,0,46,0,0,8,1,0,332,0,3,1.45597488230114,0,1,0,3,1,1,0,0,0,1,0,0,1,1,0,1,0,1,2.94798976254312,0,"ESS",0.975
"1871",0,0.975,0.5,3.72727272727273,0,11,0,1,1,"1","ES","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,1,5,2,1,41,0,0,11,1,0,332,0,3,1.55559167159898,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,2.94798976254312,0,"ESS",0.4875
"1872",0,0.975,0,8.42857142857143,0,7,0,0,1,"1","FI","11",2,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,5,7,1,59,0,0,7,1,0,332,0,3,1.77653253805533,0,1,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2.94798976254312,1,"ESS",0.975
"1873",0,0.975,0.875,3.28571428571429,0,14,0,1,1,"1","FR","11",3,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,7,5,8,1,46,0,0,14,1,0,332,0,3,0.1836823567464,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,2.94798976254312,0,"ESS",0.975
"1874",0,0.975,0.5,2.72727272727273,0,11,0,4,1,"1","GB","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,0,1,5,2,1,30,0,0,11,1,0,332,0,3,1.55559167159898,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,2.94798976254312,0,"ESS",0
"1875",0,0.975,0.5,3.27272727272727,0,11,0,2,0,"1","IE","11",3,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,5,2,1,36,0,0,11,1,0,332,0,3,1.13598059227521,0,1,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2.94798976254312,1,"ESS",0
"1876",0,0.025,0.333333333333333,2.46666666666667,0,7.5,0,4,1,"1","NL","11",3,0,3,0,0,0,0,1,0,0,0,0,3,0,2,0,3,1,5,3,1,37,0,0,15,1,0,332,0,3,1.42454617962988,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,2.94798976254312,1,"ESS",0.00833333333333334
"1877",0,0.975,0.5,3.16666666666667,0,12,0,2,1,"1","NO","11",3,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,5,2,1,38,0,0,12,1,0,332,0,3,1.52141846906116,0,1,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2.94798976254312,1,"ESS",0.975
"1878",0,0.975,1,5.2,0,10,0,3,0,"1","PL","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,2,5,2,1,52,0,0,10,1,0,332,0,2,1.42454617962988,0,1,0,3,1,0,0,0,0,1,0,0,2,1,0,0,0,1,2.94798976254312,0,"ESS",0.4875
"1879",0,0.975,0.5,4.4,0,10,0,2,0,"1","PT","11",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,1,5,2,1,44,0,0,10,1,0,332,0,3,1.2458234194693,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1.65423688128772,0,"ESS",0.975
"1880",0,0.975,0.5,3.63636363636364,0,11,0,1,0,"1","SI","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,1,5,2,1,40,0,0,11,1,0,332,0,1,1.16264999355238,0,1,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2.94798976254312,0,"ESS",0.975
"1881",0,0.975,0.5,3.3,0,10,0,4,0,"1","AT","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,1,5,2,0,33,0,0,10,1,0,333,0,3,1.94596760833627,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,2.94798976254312,0,"ESS",0.4875
"1882",0,0.025,0.5,3,0,11,0,4,1,"1","BE","11",3,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,5,1,5,2,0,33,0,0,11,1,0,333,0,3,2.14059802192385,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,3.8747699743233,0,"ESS",0.00500000000000001
"1883",0,0.975,0.5,3.55555555555556,0,9,0,4,1,"1","CH","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,1,5,2,0,32,0,0,9,1,0,333,0,3,2.8351176578747,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,3.8747699743233,0,"ESS",0.4875
"1884",0,0.975,0.5,3.55555555555556,0,9,0,4,1,"1","DE","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,1,5,2,0,32,0,0,9,1,0,333,0,3,1.94596760833627,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,3.8747699743233,0,"ESS",0.4875
"1885",0,0.975,0,4.77777777777778,0,9,0,3,1,"1","DK","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,0,5,2,0,43,0,0,9,1,0,333,0,3,1.94596760833627,0,1,0,3,1,1,0,0,1,1,0,0,2,1,0,1,0,1,3.8747699743233,0,"ESS",0.4875
"1886",0,0.975,0.666666666666667,6.11111111111111,0,9,0,1,0,"1","EE","11",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,2,5,3,0,55,0,0,9,1,0,333,0,3,1.85859076681989,0,1,0,3,1,1,1,0,0,1,0,0,1,1,0,1,0,1,3.8747699743233,0,"ESS",0.975
"1887",0,0.975,0,3.54545454545455,0,11,0,1,1,"1","ES","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,0,5,3,0,39,0,0,11,1,0,333,0,3,2.8351176578747,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,3.8747699743233,0,"ESS",0.975
"1888",0,0.025,0,13.5,0,4,0,1,1,"1","FI","11",2,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,5,7,0,54,0,0,4,1,0,333,0,3,2.43494251910712,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,3.8747699743233,1,"ESS",0.025
"1889",0,0.975,0.857142857142857,3.41666666666667,0,12,0,1,1,"1","FR","11",3,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,6,5,7,1,41,0,0,12,1,0,333,0,3,1.05737669834001,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,3.8747699743233,0,"ESS",0.975
"1890",0,0.975,0.5,2.8,0,10,0,4,1,"1","GB","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,0,1,5,2,0,28,0,0,10,1,0,333,0,3,2.65865272495893,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3.8747699743233,0,"ESS",0
"1891",0,0.975,0,3.6,0,10,0,2,0,"1","IE","11",3,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,5,2,1,36,0,0,10,1,0,333,0,3,1.94596760833627,0,1,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3.8747699743233,1,"ESS",0
"1892",0,0.025,0.333333333333333,2.53333333333333,0,7.5,0,4,1,"1","NL","11",3,0,3,0,0,0,0,1,0,0,0,0,3,0,2,0,3,1,5,3,0,38,0,0,15,1,0,333,0,3,1.85859076681989,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,3.8747699743233,1,"ESS",0.00833333333333334
"1893",0,0.975,0.5,3.77777777777778,0,9,0,2,1,"1","NO","11",3,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,5,2,0,34,0,0,9,1,0,333,0,3,1.66138757513032,0,1,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3.8747699743233,1,"ESS",0.975
"1894",0,0.975,1,4.58333333333333,0,12,0,1,0,"1","PL","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,1,3,5,3,1,55,0,0,12,1,0,333,0,2,2.5061413501607,0,1,0,3,1,0,1,0,0,1,0,0,1,1,0,0,0,1,3.8747699743233,0,"ESS",0.975
"1895",0,0.975,0.666666666666667,4.55555555555556,0,9,0,2,0,"1","PT","11",2,0,3,0,0,0,0,0,1,0,0,0,3,0,2,0,1,2,5,3,0,41,0,0,9,1,0,333,0,3,1.27411464544599,0,1,0,3,1,1,0,0,1,1,0,0,1,1,0,1,0,1,2.01668268158847,0,"ESS",0.975
"1896",0,0.975,0.25,4.875,0,8,0,1,0,"1","SI","11",2,0,1,0,0,0,0,0,1,0,0,0,3,0,2,0,2,1,5,4,0,39,0,0,8,1,0,333,0,1,1.9910871374694,0,1,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3.8747699743233,0,"ESS",0.4875
"1897",0,0.975,0.909090909090909,2.75862068965517,18,14.5,0,3,0,"7","AT","120",2,0,1,2,1,1,1,0,1,0,1,0,3,1,2,0,1,10,4,11,2,80,2,18,29,0,0,334,1,1,3.16073753045207,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,4.56277605459526,0,"ESS",0.975
"1898",0,0.025,0.75,2.34375,14,16,0,3,1,"7","BE","120",3,0,1,1,1,1,1,1,1,0,1,0,3,0,2,0,4,6,4,8,3,75,0,14,32,0,0,334,1,1,3.65982739801378,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,4.56277605459526,0,"ESS",0.00625000000000001
"1899",0,0.975,0.8,2.79310344827586,15,14.5,0,3,1,"7","CH","120",2,0,1,2,1,1,1,0,1,1,1,3,3,0,2,1,0,8,4,10,2,81,1,15,29,0,0,334,1,1,4.55871217867769,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,4.56277605459526,0,"ESS",0
"1900",0,0.975,0.454545454545455,2.21212121212121,21,11,0,2,1,"7","DE","120",2,0,1,2,1,1,1,1,1,0,1,3,3,0,2,1,1,5,4,11,2,73,2,21,33,0,0,334,1,1,3.45476699116836,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,4.56277605459526,0,"ESS",0.975
"1901",0,0.975,0.142857142857143,2.92,20.6666666666667,12.5,0,2,1,"7","DK","120",2,1,1,1,1,1,0,1,1,1,1,3,3,0,2,1,7,1,4,7,1,73,3,62,25,0,0,334,1,1,3.19251851910709,0,3,0,3,0,0,0,0,1,1,0,0,1,0,1,0,1,1,4.56277605459526,0,"ESS",0.139285714285714
"1902",0,0.975,0.555555555555556,3.59459459459459,13.3333333333333,9.25,0,2,0,"7","EE","6",2,0,1,2,0,1,0,1,1,0,1,1,3,0,2,1,3,5,4,9,0,133,0,40,37,0,0,334,1,1,2.5061413501607,0,3,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,1,4.56277605459526,0,"ESS",0.325
"1903",0,0.975,0.428571428571429,2.56756756756757,26,12.3333333333333,1,2,1,"7","ES","120",2,0,1,2,0,1,1,1,1,0,1,3,3,1,2,1,9,3,4,7,3,95,3,78,37,0,0,334,1,3,3.30775226081022,0,3,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,4.56277605459526,0,"ESS",0.108333333333333
"1904",0,0.975,0.166666666666667,3.2,13,20,0,1,1,"7","FI","101",2,1,1,2,1,1,0,0,0,0,1,3,3,0,2,1,5,1,4,6,1,64,3,39,20,0,0,334,2,1,4.55871217867769,0,3,0,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,4.56277605459526,1,"ESS",0.195
